park,improvement_pct
고척,4.214037627636702
광주,2.9502331425278805
대구,2.9002482820640774
대전구,1.4573153710703224
대전신,2.428529629703058
문학,3.8776947350217306
사직,2.907576597968742
수원,7.819306413108662
잠실,3.8455712352036486
창원,1.8754830616799723
