season,park,ci_df,rows,pitches,games,pitchers,x_cm,x_cm_se,x_cm_low,x_cm_high,z_cm,z_cm_se,z_cm_low,z_cm_high,depth_cm,depth_cm_se,depth_cm_low,depth_cm_high,arrival_ms,arrival_ms_se,arrival_ms_low,arrival_ms_high,x_cm_q,z_cm_q
2021,광주,268,1143,18014,72,180,6.2874588892019965,0.17365845168329214,5.945550548204144,6.629367230199849,-1.2171541900597098,0.1244773148491084,-1.4622319953688576,-0.9720763847505619,13.666675714039371,0.19272761870756316,13.287222944893731,14.046128483185012,4.393418390273012,0.0541062725016665,4.286890975745784,4.499945804800239,2.088034014134047e-104,2.3869101946012207e-19
2021,대구,268,1172,18628,74,174,-0.3723120810153122,0.23064663039986097,-0.8264218925007983,0.08179773047017391,1.485729756508312,0.16706102916520993,1.1568107849661615,1.8146487280504626,-6.1000919152237,0.18576069151488228,-6.465827813723467,-5.734356016723933,-2.0447377085798246,0.061833233795895996,-2.1664783908257044,-1.9229970263339449,0.11432775216128427,1.2548765491871375e-16
2021,대전구,268,1162,18154,72,187,10.568128544744726,0.2193746842567368,10.136211562737193,11.000045526752258,-0.06720814815993384,0.14402174866919135,-0.3507661131065397,0.21634981678667206,6.307893349335739,0.2297184962278498,5.8556108996164085,6.7601757990550695,2.0150813154437515,0.07485882247846821,1.8676951355338665,2.1624674953536367,7.121380833910595e-133,0.646515065622885
2021,문학,268,1172,18385,72,176,-7.450089447316617,0.2238354851853987,-7.890789100309965,-7.009389794323269,0.3054231661985203,0.12644966436253555,0.05646209034614735,0.5543842420508932,4.598191543541558,0.25356195285773026,4.09896478088522,5.097418306197897,1.4976299382903864,0.08087794863180234,1.3383929707142812,1.6568669058664915,1.7981563259322765e-96,0.01804245363111617
2021,사직,268,1123,17778,71,174,-4.776284347578023,0.1801399704561309,-5.13095386034314,-4.421614834812906,-4.583652507600742,0.12025614165194189,-4.820419434222915,-4.346885580978569,-1.243138738749495,0.15356938985479843,-1.5454946264379616,-0.9407828510610283,-0.3765925839143547,0.052544429908186197,-0.48004495657140245,-0.2731402112573069,2.367642883949956e-76,2.1364406687795256e-109
2021,수원,268,1129,18293,72,178,8.409995640195799,0.26054603287936834,7.897018235457557,8.922973044934041,2.830336442561461,0.17617440478309884,2.483474554287073,3.1771983308358496,-14.559664320278069,0.2569819345097658,-15.065624531502882,-14.053704109053255,-4.77324107589086,0.07390409561386864,-4.918747536874213,-4.627734614907507,1.1520879514898142e-93,7.48148674418951e-41
2021,잠실,268,2153,34508,150,220,-5.848057319556325,0.11827602532390558,-6.080925683902149,-5.615188955210502,-2.4546370793839465,0.09053963568164365,-2.6328965094917125,-2.2763776492761805,-4.329809929752708,0.115104522520085,-4.556434064395839,-4.103185795109576,-1.3166751559714056,0.037838797964385225,-1.391174269098075,-1.2421760428447362,1.728533307701477e-135,3.234708505366448e-78
2021,창원,268,1159,18017,72,180,-5.303684210785175,0.24934231200213572,-5.794603111713169,-4.8127653098571805,-1.0878877440720955,0.13564786529357117,-1.354958745413329,-0.8208167427308621,-1.2282371335468283,0.24170018738518065,-1.7041097978871145,-0.7523644692065422,-0.36994753827201077,0.07643521994808224,-0.5204374164952489,-0.21945766004877262,4.248929243875741e-59,4.507152532679204e-14
2022,고척,244,1232,19059,81,174,3.6416364090088464,0.21890696803610862,3.2104479129228403,4.072824905094853,6.926566173729843,0.10085946172179752,6.727899863534124,7.125232483925562,6.348689559398817,0.16752713656884416,6.018705663871108,6.6786734549265265,2.0210951377535604,0.05809444186873915,1.9066645408426133,2.135525734664508,9.672336370626343e-42,8.058548426662166e-160
2022,광주,244,1128,18249,73,172,1.823356026606504,0.1563338586534676,1.5154199110736637,2.1312921421393445,-1.2693409391563553,0.12433823407101743,-1.5142541853451579,-1.0244276929675526,12.019039048264688,0.19650149819491297,11.631983367737718,12.406094728791658,3.85226128762595,0.05864034020406147,3.7367554162075938,3.9677671590443064,4.58576779934382e-25,2.00823628741737e-20
2022,대구,244,1052,16612,71,168,-3.3560163255168716,0.2045235678582562,-3.7588733493481055,-2.9531593016856377,1.30180756255545,0.11943159509971489,1.0665590899362303,1.5370560351746696,-3.7059973450306494,0.1856893793026877,-4.071756027447113,-3.3402386626141864,-1.2616487915963737,0.0580215639868407,-1.3759358384660607,-1.1473617447266866,5.510774741166765e-41,1.3181211854329405e-22
2022,대전구,244,1210,18350,73,174,7.914266429726526,0.16637641264020253,7.586549154236783,8.241983705216269,-0.06310336707791842,0.12133205397925804,-0.30209523815309014,0.17588850399725328,4.460728973889331,0.20107758636862968,4.064659616934956,4.856798330843707,1.45328800284566,0.062271160199919184,1.3306303818616403,1.5759456238296798,1.5951947470641747e-124,0.6137020264870703
2022,문학,244,1146,17955,77,172,-9.405386542964967,0.14263812838992657,-9.686345713048718,-9.124427372881216,0.42228569314955466,0.10116917942892296,0.22300932145810162,0.6215620648410077,1.211850347503781,0.22257528633768237,0.77343624016469,1.6502644548428718,0.42036813501928605,0.07892444209890022,0.26490797859594917,0.5758282914426229,6.604098393706032e-156,4.806062907317467e-05
2022,사직,244,1060,16503,70,161,-2.43969350853148,0.13102756490312156,-2.697782957045834,-2.1816040600171265,-1.97447624510503,0.12566689920750035,-2.22200660817751,-1.7269458820325496,-1.1018495788802087,0.20316245653100434,-1.5020255754628875,-0.70167358229753,-0.36336910262766164,0.06623919703273343,-0.4938427006438644,-0.23289550461145894,2.1109077325993942e-48,1.2179337225242302e-38
2022,수원,244,1129,18141,77,171,8.478785561628731,0.17514461869435696,8.133797252622871,8.823773870634591,2.459930676977408,0.1923066446235948,2.081137742122469,2.838723611832347,-16.40365335875378,0.22040148108820223,-16.837785648000388,-15.96952106950717,-5.428141610180563,0.09257600058842279,-5.610491705408207,-5.245791514952919,3.8330995869720424e-126,8.723783103600823e-29
2022,잠실,244,2118,33369,147,211,-5.7414961369871556,0.11523322605204649,-5.968474939381078,-5.514517334593233,-3.388349053012443,0.09129698889725332,-3.568179835435477,-3.2085182705894093,-3.587940565185782,0.12721944266106325,-3.8385290258732248,-3.337352104498339,-1.050936885054915,0.04349153994440424,-1.13660364965968,-0.96527012045015,7.635804469166274e-129,1.4271875202239323e-101
2022,창원,244,1154,18082,74,174,3.028055239299384,0.3034861353408103,2.430268282335214,3.625842196263554,-1.9839643489852314,0.12478963221567464,-2.229766729443614,-1.7381619685268488,2.9368569976817764,0.19961976275528864,2.5436591654533367,3.330054829910216,0.9656181124613475,0.05864496189676572,0.8501031375377697,1.0811330873849254,1.0321021530594933e-19,2.9120284021304813e-39
2023,고척,254,1178,17667,75,188,4.5041752173242875,0.20847802469647878,4.093609532198523,4.914740902450052,7.0182773752970755,0.12645776413609774,6.769238088554034,7.267316662040117,6.867928182662149,0.27613880600512836,6.324114904296888,7.411741461027411,2.209851737296539,0.09019812017948181,2.032220291188682,2.3874831834043957,4.424408791925494e-59,1.2341159169847622e-142
2023,광주,254,1138,17741,72,165,1.8761733870618784,0.16054236541810082,1.5600096746247725,2.1923370994989844,-1.1024752428027003,0.11158494706463677,-1.3222247838299304,-0.8827257017754703,13.0149746107557,0.22411953656006664,12.57360535271607,13.456343868795331,4.211478093248651,0.07433674119925401,4.065083214819991,4.3578729716773115,2.55648606876247e-25,1.5900119387466668e-19
2023,대구,254,1015,15516,67,165,-2.5885445202951773,0.1749745434234107,-2.9331302069870455,-2.243958833603309,1.2727121821611915,0.12446655805403443,1.0275942722179308,1.5178300921044523,-1.643963298219068,0.27128848408111156,-2.1782246070339957,-1.1097019894041402,-0.5691011302388846,0.08722380191342988,-0.740875109985663,-0.3973271504921064,7.033965494960928e-36,1.3635599010392526e-20
2023,대전구,254,1263,18396,74,173,11.492936445973559,0.1852648057556585,11.128085656469468,11.85778723547765,0.10165346247298523,0.11302758821749609,-0.12093714036004724,0.3242440653060177,1.2250054411550715,0.6144264812406008,0.014986161678367083,2.435024720631776,0.3932272578937014,0.19910549442745132,0.001119342198876161,0.7853351735885266,5.604305353810014e-154,0.3787776328060437
2023,문학,254,1274,19648,74,162,-8.257064893051307,0.15196710124930532,-8.556340930090865,-7.9577888560117485,0.724268004897183,0.08716440664407393,0.5526109950780116,0.8959250147163544,0.5600614361031393,0.25407144110968577,0.059706468513836986,1.0604164036924417,0.19893726935091116,0.08429464852494777,0.032931810624664826,0.3649427280771575,1.4798616798318343e-140,8.04633836009679e-15
2023,사직,254,1134,16866,75,170,-5.761356881578424,0.12429427396467457,-6.006135504274084,-5.516578258882763,-3.256584220618903,0.11019412644858263,-3.4735947524870205,-3.039573688750785,-4.8835451652793616,0.2287690012250311,-5.334070835120276,-4.433019495438447,-1.585724729806187,0.07491111752516538,-1.7332507548394414,-1.4381987047729325,5.302552922466693e-125,1.434185525364776e-83
2023,수원,254,1158,18600,81,179,7.13190257974647,0.2485046159488111,6.642510625594566,7.621294533898373,3.258914481534632,0.14438355118926005,2.9745730901519525,3.5432558729173116,-10.266696573100344,0.6806286968541355,-11.607091023052622,-8.926302123148066,-3.4005521676118593,0.22889553153820827,-3.851327019613792,-2.9497773156099267,4.305768285563377e-81,3.180571151066701e-62
2023,잠실,254,2282,34778,148,210,-5.191396671983652,0.11066241474092739,-5.409329426248412,-4.973463917718892,-2.9241640070717088,0.08050467394740839,-3.0827056886861848,-2.7656223254572327,-3.732049786261954,0.18846763826810156,-4.103208066096158,-3.36089150642775,-1.1667599804448852,0.058284158497558136,-1.2815417446157962,-1.0519782162739741,3.8330995869720424e-126,8.55233191953466e-102
2023,창원,254,1222,18730,75,178,1.2374908676334357,0.24663228440357643,0.7517861850046148,1.7231955502622567,-2.3638235042574767,0.11695445023271361,-2.594147463140958,-2.1334995453739953,2.287973948451745,0.26668721672045376,1.7627741341954197,2.813173762708071,0.7743216095904443,0.08463501322343848,0.6076458544824478,0.9409973646984408,1.181464365225646e-06,1.909276738654731e-54
2024,고척,269,1181,17868,73,168,5.708921767699586,0.21969946791654255,5.276372627566437,6.141470907832734,8.367508176623586,0.1705286299704705,8.031767662723794,8.703248690523377,8.70917100432192,0.3033901830802391,8.111849745145967,9.306492263497873,2.80812077593245,0.09498757171141348,2.6211071574801954,2.9951343943847046,8.1677614575391895e-75,4.7387183443318624e-135
2024,광주,269,1366,19620,80,184,-0.006472631697782338,0.22753997840382525,-0.45445834116648925,0.4415130777709246,-1.8880861921198164,0.30059944158700674,-2.4799129781198475,-1.2962594061197854,13.211837571055135,0.26891757297818225,12.682386744152849,13.74128839795742,4.2257815958429745,0.0769167017933652,4.074346303176557,4.377216888509392,0.9773274253163835,1.681876013583337e-09
2024,대구,269,1332,19766,80,185,-2.877771208777645,0.18574938663504698,-3.243478682861152,-2.512063734694138,-0.5167448808418729,0.23516241508528146,-0.9797378111452507,-0.05375195053849502,-2.753250907470224,0.34208686760501744,-3.4267590494635476,-2.0797427654769,-0.9320972608451465,0.1128778489024936,-1.1543336501540198,-0.7098608715362734,7.35046753865258e-39,0.03146710620044824
2024,대전구,269,1269,17887,73,180,4.059336433674353,0.30250978984515997,3.4637485120454783,4.654924355303229,0.8211497600631623,0.1887341622426234,0.4495657941756878,1.1927337259506368,-6.245125003644968,0.3154316803729973,-6.866153827292021,-5.624096179997914,-2.044412931510635,0.0981224478465479,-2.2375985629838384,-1.8512273000374322,1.5454654688174812e-31,2.2457036800683586e-05
2024,문학,269,1342,19164,77,188,-11.081422787091563,0.3369791221782188,-11.744874687650475,-10.417970886532652,1.164968795696308,0.2803192698809503,0.6130700573897726,1.7168675340028434,2.9007316905862464,0.3129747147659,2.284540194816065,3.516923186356428,0.9283770471712529,0.10195419335808746,0.7276473909357547,1.1291067034067512,1.5420420409933766e-95,4.981234556837584e-05
2024,사직,269,1254,18382,72,182,-4.800098411894787,0.21999522231602794,-5.23322983978858,-4.366966984000994,-2.9366732454048083,0.1741726334433806,-3.2795881534157787,-2.593758337393838,-4.816723123616322,0.2905272157805503,-5.38871949012046,-4.2447267571121845,-1.5671524475749266,0.0934621688888002,-1.7511628194306592,-1.383142075719194,4.797610820464718e-61,1.0489094452635272e-43
2024,수원,269,1347,19869,79,192,12.444292493863976,0.19891825466387586,12.052657863031229,12.835927124696724,5.154286678423813,0.19593010098262625,4.768535190220711,5.540038166626915,0.8683030858819922,0.48915482740737076,-0.09475568705691706,1.8313618588209015,0.25719084760604005,0.15850164008618045,-0.054870664327229424,0.5692523595393095,3.1294293138759083e-160,7.995162117432596e-76
2024,울산,269,62,1019,4,25,8.657908143162835,0.32287130910486794,8.022232014989296,9.293584271336375,-1.3571053104594055,0.30711362836417605,-1.9617573705297482,-0.752453250389063,2.6742388836039535,0.3863250032772228,1.9136337280057771,3.4348440392021296,0.805840009350419,0.12051995847338313,0.5685576667898644,1.0431223519109736,2.022612188164419e-77,1.6938361822851685e-05
2024,잠실,269,2580,38317,154,225,-2.586722756620482,0.11303859388004386,-2.8092756241733827,-2.364169889067581,-4.04993299354952,0.12651379813948654,-4.299016139353958,-3.800849847745082,-6.219872373741164,0.19935405613912563,-6.61236502009473,-5.827379727387598,-1.9377553063538784,0.060698937375245635,-2.057260708063053,-1.8182499046447038,1.24835664073052e-64,4.388065855422611e-93
2024,창원,269,1354,19590,77,195,0.37741603368817067,0.2058885524493484,-0.02794187259066644,0.7827739399670077,-1.9883234693860334,0.19937243078283257,-2.380852292141896,-1.595794646630171,0.8879375415180606,0.26657591447749385,0.3630970233277777,1.4127780597083435,0.31500394545071186,0.08505123374399304,0.14755320753084308,0.4824546833705806,0.07274088950210891,5.82423009310623e-20
2024,청주,269,50,748,3,19,27.532692336420162,0.6511639209519279,26.250666500105982,28.81471817273434,6.066262063792505,1.3260353629653445,3.455534502746742,8.676989624838267,-4.9236408656898005,1.9913736958337533,-8.844301156700919,-1.0029805746786828,-1.6421936831029886,0.604841656477395,-2.8330192272294292,-0.45136813897654826,5.536026762902969e-120,8.655833756293585e-06
2024,포항,269,35,517,2,16,-3.787591777833846,0.7401246244294554,-5.244765401986373,-2.330418153681319,6.351059372159409,0.6541452991522112,5.063163732931396,7.638955011387423,-21.499722812564325,0.6304011834945796,-22.740870515129917,-20.258575109998734,-7.1605069151667635,0.16582729497740847,-7.4869913374245884,-6.834022492908939,7.14976859121758e-07,3.818427109221363e-19
2025,고척,252,1173,17696,75,172,5.14564705257157,0.19405116530781194,4.763478347588977,5.527815757554162,8.717723947961279,0.3639482247268983,8.000956174348776,9.434491721573782,5.518535129533918,0.5302451198294187,4.474258531415543,6.562811727652292,1.8011576952114619,0.16295269840342658,1.480235006478969,2.1220803839439544,2.1994927525081822e-74,1.989251608514395e-66
2025,광주,252,1176,17168,73,175,2.202979971650853,0.3052460070168562,1.6018216584931073,2.804138284808599,0.44911342824780043,0.3305930073941951,-0.201963834348024,1.100190690843625,7.06094732536835,0.8817622708442165,5.3243849882316,8.7975096625051,2.225499896156795,0.2846964311928666,1.6648123772256045,2.7861874150879857,8.22410312713998e-12,0.18475495302759887
2025,대구,252,1327,18410,80,183,-4.060903711811067,0.23347277224514265,-4.520710211174716,-3.6010972124474177,-1.779789925608211,0.23528440201514952,-2.243164289158675,-1.316415562057747,1.3805638376075282,0.6560509141219617,0.08852249451675087,2.6726051806983055,0.42998058495037506,0.2023148379801139,0.03153721818688554,0.8284239517138645,1.0265920685354692e-44,9.717405480394545e-13
2025,대전신,252,1305,19153,81,180,1.3661247471810176,0.19195561314443865,0.9880830694967646,1.7441664248652706,-2.067003909520492,0.32463874995002245,-2.706354724336614,-1.4276530947043697,-2.757554525030511,0.40065288557979567,-3.5466092786398935,-1.9684997714211283,-0.9467483525340403,0.12175207815460573,-1.1865296182815428,-0.7069670867865377,1.4934980163071633e-11,1.1442647093771833e-09
2025,문학,252,1284,19616,81,174,-11.11276445605183,0.3566624313150768,-11.815183425169653,-10.410345486934006,3.58989429467886,0.2759949183105829,3.0463437298305616,4.133444859527159,0.8847258478703024,0.696311866177459,-0.4866063146495103,2.256058010390115,0.2786507855670699,0.2196771013762595,-0.15398621104216892,0.7112877821763087,8.958067640096843e-88,1.0552516784516373e-29
2025,사직,252,1355,20407,80,179,-1.075180648548261,0.19311392066106603,-1.4555035229617317,-0.6948577741347901,-9.15595968699523,0.42109373014576235,-9.985271097059803,-8.326648276930657,-4.119141816114618,0.4325382195546897,-4.97099225958133,-3.2672913726479056,-1.2700730378514427,0.13139782169187675,-1.5288508466518338,-1.0112952290510515,8.170317827629538e-08,2.408995212677112e-59
2025,수원,252,1216,18416,78,179,15.454921768248848,0.4306445625726964,14.606800735194806,16.30304280130289,6.058452245813871,0.35225681199976877,5.364709801908905,6.752194689718838,-6.2174074456763115,0.4404991621508523,-7.084936347541303,-5.34987854381132,-2.0173114942161976,0.1345770304843185,-2.282350507916593,-1.7522724805158025,2.6731374129396085e-100,4.718723810774761e-44
2025,울산,252,133,2004,8,43,-2.1259729725674203,1.9347228693626584,-5.936259462275844,1.6843135171410029,3.4961040316458885,0.68192754800449,2.1531006670464654,4.8391073962453115,17.919211192270613,1.1343598418327323,15.685177549391884,20.15324483514934,5.951626807386464,0.3632186776505123,5.236295820102784,6.666957794670145,0.28229131034360455,7.14976859121758e-07
2025,잠실,252,2473,36798,149,206,-2.472062069635792,0.2099660563144952,-2.8855739169093124,-2.0585502223622716,-2.4941102652235085,0.2644717766032262,-3.014966897074054,-1.9732536333729631,-1.9050294408766004,0.28082382252411947,-2.4580901576832495,-1.3519687240699514,-0.6082397084184339,0.08604481831843962,-0.7776982980386462,-0.43878111879822157,1.446143426870921e-25,3.958253278412471e-18
2025,창원,252,1146,16186,69,164,-1.9837190300988636,0.284884281601691,-2.5447765058265364,-1.422661554371191,-0.41221772978579185,0.22238848170763287,-0.8501945794606516,0.025759119889067872,2.050433665598578,0.5327537013482413,1.0012166109316893,3.0996507202654664,0.6826676347431724,0.1610595207190717,0.36547341248386045,0.9998618570024843,3.672480595107078e-11,0.07023359300436403
2025,청주,252,32,434,2,16,26.048907010348362,1.1497800741546036,23.784504417055796,28.313309603640928,3.5944396187833147,1.1496161285934647,1.3303599035455598,5.85851933402107,-6.151201456877882,1.646822128823723,-9.394489789163414,-2.9079131245923495,-1.6759467876799725,0.4766211364559302,-2.61461511362257,-0.7372784617373749,2.6803492067954636e-62,0.0022155958607307
2025,포항,252,46,796,3,20,-11.231507674606052,0.5437858623389199,-12.302451713866304,-10.160563635345799,6.42478494903553,1.6454198163569649,3.184258362285263,9.665311535785797,-8.294325603550103,0.822392717594957,-9.913964214695959,-6.674686992404248,-2.6730122801738325,0.2661274054880559,-3.197129544578908,-2.148895015768757,9.233769565399463e-56,0.00013722624384398765
