season,park,ci_df,rows,pitches,games,pitchers,x_cm,x_cm_se,x_cm_low,x_cm_high,z_cm,z_cm_se,z_cm_low,z_cm_high,depth_cm,depth_cm_se,depth_cm_low,depth_cm_high,arrival_ms,arrival_ms_se,arrival_ms_low,arrival_ms_high,variant
2020,광주,249,1115,18800,73,172,3.38664139699159,0.3548902412697223,2.687671982845093,4.085610811138087,-1.8243963975060633,0.13240495286063286,-2.0851728336232624,-1.5636199613888642,-0.6875023703430988,0.43626243886008687,-1.5467373276447343,0.17173258695853655,-0.2213259823017529,0.1382221812298126,-0.4935596641595349,0.05090769955602906,28day_fe
2020,대구,249,1207,19192,75,179,-0.7610983577694788,0.22920531189428076,-1.21252666980427,-0.3096700457346875,1.3474662373601816,0.16063487660625478,1.0310899256553043,1.6638425490650588,-4.598543614358066,0.23442037464923224,-5.060243184755793,-4.136844043960339,-1.5269845350983462,0.07954013251204926,-1.683641758537826,-1.3703273116588663,28day_fe
2020,대전구,249,1159,17855,73,170,11.422068125868881,0.4137591907607684,10.60715414534051,12.236982106397251,0.12045740125011084,0.14507284407976653,-0.1652689136584295,0.4061837161586512,5.3106039020319695,0.49046275761430935,4.344619418706034,6.276588385357905,1.7137004654555386,0.1562415816993842,1.4059769100401596,2.0214240208709175,28day_fe
2020,문학,249,1173,18894,74,164,-6.35279151269023,0.26263104786872604,-6.870053044054703,-5.835529981325756,1.4330162928730927,0.13833109295674384,1.1605681053538013,1.7054644803923842,4.465434305681461,0.26960405703209045,3.934439175691347,4.996429435671574,1.408755022669655,0.08380580602399677,1.2436963979830775,1.5738136473562325,28day_fe
2020,사직,249,1152,17836,73,177,-3.8759216944596577,0.18218744524014363,-4.234746584681328,-3.5170968042379873,-4.016694053649262,0.13068570990427023,-4.274084377379474,-3.75930372991905,0.45093634278382466,0.24933055097453508,-0.04012936958960389,0.9420020551572532,0.16816010817753146,0.08218999349447276,0.006283885839046821,0.3300363305160161,28day_fe
2020,수원,249,1148,18388,73,179,9.925213374245983,0.268567687272857,9.396259412705186,10.45416733578678,3.0982307012753054,0.19348491879685562,2.717155020372499,3.479306382178112,-11.69657028476018,0.28094976176284636,-12.24991119850688,-11.14322937101348,-3.7556612488236967,0.08765957494950628,-3.928310013488432,-3.5830124841589615,28day_fe
2020,잠실,249,2165,34499,149,207,-5.573000285167394,0.18912715303753458,-5.9454931857466775,-5.200507384588111,-3.6253672750742516,0.14459188564349865,-3.9101463246107597,-3.3405882255377435,-1.266064475312613,0.1806577384613523,-1.6218765516367744,-0.9102523989884514,-0.3208751774686308,0.060448325028009585,-0.43993038219840264,-0.20181997273885902,28day_fe
2020,창원,249,1172,18521,73,181,-6.335806134016709,0.2666924624463291,-6.861066771126543,-5.810545496906874,-1.0319605011094732,0.14527107583008514,-1.318077240758603,-0.7458437614603435,-0.2828832170651786,0.22241414749378674,-0.7209360804389902,0.155169646308633,-0.1407309450825521,0.07265794461537403,-0.283833445729502,0.002371555564397748,28day_fe
2020,고척,222,548,8879,79,141,3.2750764058254416,0.24518982418697666,2.7918790060428598,3.7582738056080234,7.350998916258233,0.20151139549190686,6.953878918921,7.748118913595467,9.03481189326863,0.2904036641079728,8.46251124478291,9.60711254175435,2.803626585567668,0.08331298249171085,2.639441074845055,2.967812096290281,away_only
2020,광주,222,479,7988,72,134,3.2195023354174563,0.42445337144713235,2.383028937337919,4.055975733496993,-1.7023681559590236,0.1807774930567064,-2.0586276984333556,-1.3461086134846914,-1.0255980116671934,0.5974430158197477,-2.202983381225688,0.15178735789130138,-0.2973260954187771,0.1898388330234893,-0.6714428875771605,0.07679069673960637,away_only
2020,대구,222,508,8202,73,143,-1.0037059523414777,0.30450893075256663,-1.603803954116666,-0.4036079505662895,1.214823472973894,0.21069242112142708,0.7996103605319393,1.6300365854158487,-4.649070984513443,0.35105173192787925,-5.340891228763747,-3.95725074026314,-1.512607343914443,0.11425787425266964,-1.7377761816777664,-1.2874385061511195,away_only
2020,대전구,222,502,8026,73,136,11.592121756825907,0.5468522216305692,10.514436039511159,12.669807474140656,0.06351269674339732,0.19058613430988655,-0.31207680758662165,0.4391022010734163,4.979907893425419,0.6629163549738402,3.6734937301996338,6.286322056651204,1.5829209947719034,0.20744016007185367,1.1741171372318555,1.9917248523119513,away_only
2020,문학,222,492,8170,72,127,-6.22683781435396,0.39386047163346827,-7.003021558526413,-5.450654070181507,1.318936846756929,0.17942439249346756,0.9653438695691837,1.6725298239446742,4.731549276428992,0.4124185522547967,3.9187929855331345,5.54430556732485,1.45066626429117,0.12500895868267628,1.2043101849339186,1.6970223436484215,away_only
2020,사직,222,474,7587,70,138,-3.642716268747747,0.208300206130654,-4.053215025416189,-3.2322175120793046,-4.229293725893262,0.1902209522101549,-4.604163563158702,-3.854423888627823,0.15260748091642184,0.28362516074487704,-0.4063347208624424,0.7115496826952861,0.052259664864882316,0.08340047477528262,-0.11209826754799895,0.21661759727776358,away_only
2020,수원,222,508,8438,72,142,10.013520440634235,0.35546477693894607,9.31300337594474,10.714037505323729,3.081898210095541,0.24294030542918701,2.6031339535648477,3.5606624666262348,-11.585354886727377,0.4079820772343279,-12.389368183491243,-10.78134158996351,-3.692613050088921,0.12634451536968025,-3.941601120886121,-3.4436249792917213,away_only
2020,잠실,222,972,15225,144,178,-6.004868528940513,0.25903667088850757,-6.515354011919669,-5.4943830459613565,-3.670557826781014,0.2064604046500169,-4.077430873065643,-3.263684780496385,-1.198440767869621,0.27335429016402557,-1.7371420890384224,-0.6597394467008194,-0.2822978590722409,0.08898001484263914,-0.45765143235834815,-0.10694428578613371,away_only
2020,창원,222,528,8574,73,144,-6.317024715711458,0.33644556617267446,-6.980060481090704,-5.653988950332212,-1.2775384068985007,0.21101882952618867,-1.693394774797614,-0.8616820389993876,0.2710772402723396,0.3036077116396671,-0.32724472233225343,0.8693992028769326,0.045642441349812435,0.09803719053425429,-0.14756017505247684,0.2388450577521017,away_only
2020,고척,231,517,9120,84,157,4.048917586298732,0.2138212195019259,3.62762849004251,4.470206682554953,8.110832668480485,0.1752555458463731,7.765529004534054,8.456136332426917,10.174278745320489,0.2606511828159001,9.660721197092043,10.687836293548935,2.804021702806399,0.08214804504551182,2.6421665055670656,2.9658769000457323,fastball_only
2020,광주,231,450,9123,73,156,4.153915898381992,0.33713892006500945,3.4896555818528983,4.8181762149110865,-1.9007541775897774,0.14233246578829903,-2.181189936115287,-1.6203184190642679,-0.44841290245974524,0.48086315160847015,-1.3958511550145907,0.49902535009510013,-0.10398619829754237,0.13399311457029164,-0.3679910443711381,0.1600186477760534,fastball_only
2020,대구,231,531,9512,73,158,-0.19870385610915278,0.23934546944669938,-0.6702830415197607,0.2728753293014551,1.3592432174158517,0.19993963841608134,0.9653048151828223,1.7531816196488812,-5.184679804310066,0.2851265822988574,-5.746460905620401,-4.622898702999731,-1.4803757325424904,0.08326780580335952,-1.6444371794645996,-1.3163142856203813,fastball_only
2020,대전구,231,523,8563,73,155,12.81424380699681,0.4650854721226225,11.89789210584737,13.73059550814625,-0.21385317330106773,0.155348317535088,-0.519933890882478,0.09222754428034252,5.88599535689746,0.5869935473311374,4.72944980150584,7.0425409122890805,1.6512037284301302,0.16437787839722712,1.3273321875428652,1.9750752693173952,fastball_only
2020,문학,231,547,9392,74,146,-7.260568383075493,0.24630109910327652,-7.745852152805367,-6.77528461334562,1.4637610208551926,0.12753249572680148,1.2124854458996364,1.7150365958107487,4.819407169519302,0.2980988627324296,4.2320669571302245,5.406747381908379,1.3357800223397172,0.0826243074939426,1.1729864515519233,1.498573593127511,fastball_only
2020,사직,231,445,8062,72,160,-4.22070475551826,0.18582166725701518,-4.5868267075204425,-3.854582803516078,-4.488245111001108,0.16490966406523253,-4.8131644220956415,-4.163325799906574,-0.061698807245388364,0.2562610484356332,-0.5666065322719368,0.4432089177811601,-0.0017828008312751958,0.0733577177544008,-0.1463185334782032,0.14275293181565282,fastball_only
2020,수원,231,492,8592,73,161,10.917904712226965,0.33356743362193275,10.260681247790474,11.575128176663457,3.2384161079327027,0.20887878765327805,2.8268650192122866,3.649967196653119,-12.287290155447609,0.35142232902076126,-12.979692882091301,-11.594887428803917,-3.4967097287807727,0.10536228283144003,-3.704303629035139,-3.2891158285264064,fastball_only
2020,잠실,231,926,17275,147,187,-6.3811039994885705,0.19881825061764416,-6.772832946302457,-5.989375052674684,-3.4728761553847804,0.14381739155236903,-3.7562376433332623,-3.1895146674362986,-1.6447734764198678,0.20895724555146497,-2.056479149690397,-1.2330678031493387,-0.3908252642987584,0.061115492708890426,-0.5112403042585797,-0.27041022433893713,fastball_only
2020,창원,231,516,9396,73,170,-6.813014843703976,0.26847918932794673,-7.3419958087318875,-6.284033878676064,-1.396557830304359,0.1710967867831161,-1.7336675467492844,-1.0594481138594338,-0.060052439554290314,0.27463214801740277,-0.6011564970031549,0.4810516178945743,-0.04448403578079469,0.07930425832037456,-0.20073615797374472,0.11176808641215535,fastball_only
2020,고척,248,1213,19215,84,175,3.457481442242905,0.2296905749854428,3.0050884778841978,3.9098744066016122,7.286796060710169,0.17159315658579843,6.94883035716993,7.624761764250408,9.074207269242873,0.24400979639612652,8.593611515014802,9.554803023470944,2.89740919441166,0.07531150857384093,2.7490774806867697,3.04574090813655,equal_cells
2020,광주,248,1143,19097,73,173,3.487568032497806,0.30644057996843765,2.8840101269089105,4.0911259380867016,-1.7145868313479449,0.13082832426158997,-1.9722631136182727,-1.456910549077617,-0.5758652250291766,0.43875915027720863,-1.44003456522084,0.2883041151624868,-0.18729592250401308,0.14276464252867238,-0.46848168662711887,0.09388984161909267,equal_cells
2020,대구,248,1190,18929,74,177,-0.7065474206229907,0.2258258534487542,-1.1513285235349915,-0.26176631771098985,1.2965049742030839,0.16438817184258436,0.9727300331978268,1.620279915208341,-4.686008074682656,0.2640837506448111,-5.20614100047094,-4.165875148894371,-1.564832175383763,0.08713294600363806,-1.7364471044612457,-1.3932172463062804,equal_cells
2020,대전구,248,1169,17849,73,174,11.641497112776431,0.48390749019161006,10.688404701487727,12.594589524065135,0.2829314145594512,0.1309498084901331,0.025015859910285265,0.5408469692086171,5.063193840462349,0.5982391325861336,3.884916609874306,6.241471071050391,1.6730468732224737,0.1991795117300058,1.280747756217921,2.0653459902270264,equal_cells
2020,문학,248,1150,18400,74,159,-6.501564606610472,0.23719409569180316,-6.968736322668906,-6.034392890552039,1.3561072772173006,0.11807035125393478,1.1235587879724693,1.588655766462132,4.537332528991704,0.27070708345681155,4.0041544481510405,5.070510609832367,1.4477803425074325,0.08794658420618072,1.2745628914353617,1.6209977935795032,equal_cells
2020,사직,248,1128,17535,72,178,-4.0232183265126835,0.22373664418415265,-4.463884573721795,-3.582552079303572,-4.049084134038795,0.14184736982242632,-4.328463260171943,-3.769705007905647,0.2316718994735677,0.2821978025068138,-0.3241380218506379,0.7874818207977733,0.0963891197900541,0.0932284110650783,-0.08723128886996978,0.280009528450078,equal_cells
2020,수원,248,1125,17623,73,176,9.665705846551075,0.28276637254119025,9.108776083529781,10.22263560957237,3.11583249565746,0.18567834689778878,2.750124944202035,3.4815400471128854,-11.526354048184182,0.28988543247872406,-12.097305338335147,-10.955402758033216,-3.7554106558850933,0.0958016887439842,-3.9440993296115097,-3.566721982158677,equal_cells
2020,잠실,248,2176,34596,148,207,-5.532388324617624,0.18713274072705186,-5.90096041474995,-5.1638162344852985,-3.695350246826653,0.13169875615273757,-3.9547409105579248,-3.435959583095381,-1.3533634733842352,0.17634044282395858,-1.7006793163199485,-1.006047630448522,-0.3643480788722911,0.0593195702615616,-0.48118246024302536,-0.24751369750155683,equal_cells
2020,창원,248,1180,18646,73,184,-6.232797597798328,0.2381352038473933,-6.701822897567441,-5.763772298029215,-0.9590029821752992,0.15440513381566767,-1.2631155745335176,-0.6548903898170808,-0.1412892665037906,0.2405191866426211,-0.6150100007450479,0.3324314677374667,-0.10088953251078933,0.0793775418668353,-0.2572296064163942,0.05545054139481553,equal_cells
2020,고척,248,1213,19215,84,175,3.526491981008073,0.2457880206231385,3.042393879635791,4.0105900823803555,7.3369332081180785,0.1599596654733979,7.021880545439499,7.651985870796658,9.244052816667402,0.23070117057423256,8.789669407841354,9.69843622549345,2.9007822601544992,0.07304605544739437,2.7569125277518896,3.044651992557109,original_labels
2020,광주,248,1143,19097,73,173,3.4708700127034575,0.3170839367094118,2.846349210804682,4.095390814602233,-1.7372803143597013,0.12290611771529786,-1.979353211493455,-1.4952074172259477,-0.7067977785624641,0.4314986891072011,-1.556667091199583,0.1430715340746549,-0.22048366660047516,0.13650893953945137,-0.48934835041969527,0.04838101721874491,original_labels
2020,대구,248,1190,18929,74,177,-0.6348064914028451,0.21766270164452461,-1.0635096492643814,-0.20610333354130872,1.2474306604944836,0.15789510571060406,0.9364443044601591,1.558417016528808,-4.685836836313502,0.2404357523262992,-5.159393240356655,-4.212280432270349,-1.5520574887991512,0.08078364224208062,-1.7111669837703938,-1.3929479938279086,original_labels
2020,대전,248,1169,17849,73,174,11.617207959899424,0.5000366232263668,10.632348000871367,12.602067918927482,0.17385469965437733,0.132979101085505,-0.08805770028471682,0.4357670995934715,5.035150371246794,0.5991159068204592,3.8551462674730974,6.215154475020491,1.6380012354327327,0.19263406908992053,1.258593862894298,2.0174086079711673,original_labels
2020,문학,248,1150,18400,74,159,-6.4734132216186,0.25529374035372326,-6.976233557142435,-5.970592886094765,1.4036054598462957,0.12095518735472394,1.1653750676526484,1.641835852039943,4.644251802627271,0.28895503378795745,4.075133003085805,5.213370602168737,1.4577350867580232,0.09170443905440767,1.2771162562670237,1.6383539172490227,original_labels
2020,사직,248,1128,17535,72,178,-3.998099478843148,0.19553098318967319,-4.3832125428631015,-3.6129864148231947,-4.108914283507666,0.13162148098851256,-4.3681527479568505,-3.8496758190584814,0.2338955796434341,0.25646604429550107,-0.27123369718277657,0.7390248564696448,0.09949677966855297,0.08359103553465959,-0.06514208878190636,0.2641356481190123,original_labels
2020,수원,248,1125,17623,73,176,9.953138556378985,0.29001858650068235,9.381925009308187,10.524352103449782,3.1109267641374707,0.18051292963297094,2.7553928927676505,3.466460635507291,-11.563586634101224,0.2901706243669489,-12.13509963125185,-10.992073636950598,-3.7021799018668107,0.09506074521809395,-3.889409231263922,-3.5149505724696994,original_labels
2020,잠실,248,2176,34596,148,207,-5.671897273251574,0.1996604324133534,-6.065143599925373,-5.278650946577774,-3.587438044439896,0.13248408449181348,-3.8483754717479144,-3.3265006171318774,-1.3859367084489342,0.18188748620212294,-1.744177872971888,-1.0276955439259805,-0.36729383853242503,0.0602306620012925,-0.48592268401195315,-0.24866499305289694,original_labels
2020,창원,248,1180,18646,73,184,-6.400609563579689,0.2688245079055411,-6.930079769448458,-5.87113935771092,-1.0193854561895102,0.14460732560103717,-1.3042005240292944,-0.7345703883497258,-0.1675206337008851,0.24197608209284513,-0.6441108337507823,0.30906956634901206,-0.1073865693944153,0.08032396733728288,-0.2655906998645854,0.050817561075754775,original_labels
2021,고척,274,1323,20330,76,193,3.7052687572219503,0.19059165908223943,3.3300586524606843,4.080478861983217,6.800411128215363,0.12751509312730253,6.549377312353081,7.051444944077645,6.964882115150808,0.1756403817461757,6.619105986475341,7.310658243826276,2.2375617575851856,0.04737201044230025,2.144302393107238,2.330821122063133,season_fe
2021,광주,274,1305,20104,72,190,6.167041287337029,0.1911428004619814,5.790746172791877,6.543336401882181,-1.1368104128713195,0.1313876869821648,-1.39546804791319,-0.878152777829449,13.613537557405655,0.18541894858113295,13.24851075897776,13.97856435583355,4.404067296877454,0.058226474972167735,4.289439186290729,4.518695407464178,season_fe
2021,대구,274,1311,20308,75,181,-0.3000832101754596,0.21071431915063044,-0.7149079834311031,0.1147415630801839,1.440181964132599,0.1633358379055546,1.118629294163091,1.761734634102107,-6.247321398077741,0.19344186286903137,-6.628142583967021,-5.866500212188461,-2.080373369873851,0.06151412604910217,-2.201473746408283,-1.9592729933394186,season_fe
2021,대전구,274,1318,20285,72,194,10.74429483680833,0.20490360971763683,10.34090937262628,11.147680300990379,-0.15789224777791191,0.1472737746533673,-0.4478241822726591,0.13203968671683522,6.092363789938581,0.23169450483715187,5.636236172123755,6.548491407753407,1.9602503673386813,0.07428285523083708,1.8140127091571034,2.106488025520259,season_fe
2021,문학,274,1302,20060,72,182,-7.323071608718603,0.1950832123990422,-7.707124053163849,-6.939019164273358,0.31202936250747326,0.13231676020260766,0.05154269852461002,0.5725160264903365,4.535467486360806,0.2522992569821263,4.03877612484322,5.032158847878393,1.4755942154227655,0.07846341779823073,1.3211264524904023,1.6300619783551287,season_fe
2021,사직,274,1284,19773,71,178,-4.642592495438468,0.15703303092428456,-4.951737083757813,-4.3334479071191225,-4.381195936234953,0.13171677687831485,-4.640501437269516,-4.121890435200389,-1.006365724167064,0.14579437795984515,-1.2933852301167592,-0.7193462182173689,-0.3005525014634317,0.04990088189763302,-0.398790353081122,-0.20231464984574143,season_fe
2021,수원,274,1257,19670,72,187,8.37759631561725,0.24096510689828002,7.903218037792927,8.851974593441573,2.6716319107885242,0.1728759902004729,2.331297928146408,3.0119658934306406,-14.757957563930285,0.25321150786503177,-15.256444836932097,-14.259470290928473,-4.842126286022985,0.07077760486460175,-4.981463299320822,-4.702789272725148,season_fe
2021,잠실,274,2590,40236,151,226,-5.733005064962171,0.11519504164634004,-5.95978489285302,-5.506225237071322,-2.328590251103828,0.08865557026728904,-2.5031228931293947,-2.1540576090782615,-4.214176327932638,0.117937731182299,-4.446355577986399,-3.9819970778788765,-1.3087361669331279,0.03721883481481645,-1.3820073844523255,-1.2354649494139303,season_fe
2021,창원,274,1314,19826,73,192,-5.375747637371781,0.24794822806204908,-5.8638733039120385,-4.887621970831523,-1.0052485062143686,0.1444299457853345,-1.289581909626298,-0.7209151028024391,-1.1715723434417769,0.2780320136323546,-1.7189227441063082,-0.6242219427772456,-0.3681589158352126,0.08760050977986142,-0.5406145028735702,-0.19570332879685506,season_fe
2021,고척,265,1103,17408,73,181,3.6554608023358774,0.23769008020237822,3.187459425911705,4.123462178760049,6.83284618189504,0.14768827462238485,6.542054425898588,7.123637937891493,7.153133432714638,0.21420317821865323,6.7313767394802895,7.574890125948986,2.2850968655227977,0.05963297812303902,2.1676821386730585,2.402511592372537,28day_fe
2021,광주,265,1106,17556,70,175,6.224159197904687,0.18154125749211406,5.866712398645142,6.581605997164231,-1.0872870661980478,0.1254505515486289,-1.3342937176659642,-0.8402804147301315,13.619150392442755,0.20521573397995435,13.215089583995292,14.023211200890218,4.3701573081530585,0.05445685328423855,4.262934144817621,4.477380471488496,28day_fe
2021,대구,265,1142,18147,73,172,-0.43071022727859143,0.2329997580077052,-0.8894765643561033,0.02805610979892048,1.582533385525411,0.1547459334437259,1.2778454078611985,1.8872213631896233,-6.066909690532425,0.1884517352535461,-6.437962918387329,-5.695856462677521,-2.0207868098986577,0.06019152967317935,-2.139301300331492,-1.9022723194658235,28day_fe
2021,대전구,265,1162,18347,72,188,10.48064468602792,0.19838144319819273,10.090040297343638,10.871249074712203,-0.19263936372410462,0.13485431671609216,-0.4581616176866447,0.07288289023843547,6.379576437893162,0.2331896651021075,5.920436182049258,6.838716693737066,2.038473781566781,0.07459708469824128,1.891595383081314,2.1853521800522477,28day_fe
2021,문학,265,1174,18481,72,175,-7.348969063329541,0.21699662055533847,-7.776225922399237,-6.921712204259845,0.2646423537371678,0.12738335157945055,0.013830103508011504,0.5154546039663241,4.597459012076323,0.2541046577739009,4.097138050037332,5.097779974115314,1.4927171230194778,0.081353375682362,1.332535882962337,1.6528983630766185,28day_fe
2021,사직,265,1086,17107,71,172,-4.769534542362965,0.1649376302840593,-5.094289525538358,-4.444779559187573,-4.584866750247718,0.12586918320786314,-4.832697669150647,-4.337035831344789,-1.285802830119985,0.15297508586332748,-1.587004086317495,-0.9846015739224752,-0.38173646699823227,0.048598287389797816,-0.47742437021622824,-0.2860485637802363,28day_fe
2021,수원,265,1137,18410,72,178,8.28924135423143,0.2578975981470536,7.781452258420012,8.797030450042849,2.8328714497061283,0.18900091785023035,2.4607369053278867,3.20500599408437,-14.455195308388465,0.2361485784177371,-14.920161535191088,-13.990229081585841,-4.753289663151197,0.06761567206626413,-4.88642196538238,-4.620157360920014,28day_fe
2021,잠실,265,2147,34308,148,220,-5.855732511651784,0.12351956367506539,-6.098937132416876,-5.612527890886692,-2.440118435567496,0.09015236123714296,-2.6176244935020496,-2.262612377632942,-4.297383819212504,0.11440046720822368,-4.522633337709159,-4.072134300715849,-1.299467671467184,0.038467521871238974,-1.3752085402827379,-1.2237268026516301,28day_fe
2021,창원,265,1083,16857,69,177,-5.438430784342533,0.24319340283496674,-5.917267962432322,-4.959593606252743,-1.1826999754231755,0.14034375651670164,-1.4590306963621056,-0.9063692544842455,-1.1855046051314644,0.24656496006067902,-1.6709802319986822,-0.7000289782642466,-0.3675890138461907,0.0770429491084467,-0.5192832124254116,-0.21589481526696977,28day_fe
2021,고척,234,486,7696,70,143,3.7498878649574543,0.285809759514919,3.186798726151739,4.312977003763169,7.15907804318852,0.2078282172747134,6.7496245238847585,7.568531562492282,7.507350293403665,0.2729492337641706,6.969598366251842,8.045102220555487,2.3616206980209666,0.0793345414177642,2.2053194622608796,2.5179219337810537,away_only
2021,광주,234,479,7639,70,140,6.333190284781804,0.2771514120364156,5.787159420799964,6.879221148763643,-1.3046431218209211,0.18822001529201393,-1.6754654705631669,-0.9338207730786754,13.82512104937053,0.2502141273602337,13.332160774915861,14.318081323825199,4.361768899320222,0.07366668035409474,4.216634220680609,4.506903577959836,away_only
2021,대구,234,486,8293,73,139,-0.5661961534695401,0.29418073846049647,-1.1457774069372109,0.013385099998130645,1.3518152222142377,0.21872963378580626,0.9208842374613883,1.782746206967087,-6.2392585067295245,0.26861120703590713,-6.76846385472086,-5.710053158738189,-2.0357365206442717,0.09198087389940005,-2.216952974408884,-1.8545200668796595,away_only
2021,대전구,234,512,7856,67,142,11.033908560629481,0.29225062870519775,10.458129919926876,11.609687201332086,-0.04278342708849009,0.21648021203855392,-0.4692827053921934,0.38371585121521323,6.1916746607463145,0.32889773437086456,5.54369559132488,6.839653730167749,1.9750540064558184,0.1080333257334927,1.7622117562372275,2.1878962566744096,away_only
2021,문학,234,489,7582,71,131,-7.337940096498485,0.2994326355859988,-7.927868394218649,-6.748011798778322,0.15661775997095573,0.2049194020627895,-0.24710494644731512,0.5603404663892266,4.855526413116727,0.3554789554554165,4.155178254150178,5.555874572083276,1.5565359935848195,0.11189872017447731,1.3360783224281454,1.7769936647414937,away_only
2021,사직,234,469,7555,71,133,-4.770871853018871,0.26792889558362754,-5.298732942617094,-4.243010763420648,-4.515946160287612,0.2054320121615707,-4.920678787359242,-4.111213533215982,-1.6927208114704877,0.1967007599563362,-2.0802515302053095,-1.305190092735666,-0.5397654510107289,0.06938298792720873,-0.6764605974116339,-0.40307030460982396,away_only
2021,수원,234,491,7704,69,143,8.381864447668304,0.3565376794909508,7.679430439686614,9.084298455649995,2.832485570037406,0.272005351088693,2.296593236776885,3.368377903297927,-14.451198021265643,0.3189394569237013,-15.079557754100291,-13.822838288430995,-4.681960771999086,0.09540715554262791,-4.8699275270237585,-4.493994016974414,away_only
2021,잠실,234,928,14996,144,185,-5.959555787667888,0.16118815576568724,-6.27712121989745,-5.641990355438327,-2.470968291891554,0.13365563392767443,-2.7342904259313388,-2.2076461578517694,-4.307961054495132,0.14380230721610832,-4.591273693874637,-4.024648415115626,-1.2916234836988711,0.04901239234572101,-1.3881854270124943,-1.195061540385248,away_only
2021,창원,234,467,7412,68,140,-5.7676045598357994,0.30580951859655275,-6.370096296847791,-5.165112822823808,-1.0578688328242898,0.2095070195832716,-1.4706298506115028,-0.6451078150370769,-1.130352792396537,0.29597612107371085,-1.7134712254595355,-0.5472343593335387,-0.32554819142408553,0.09611707145891608,-0.5149135898771895,-0.1361827929709816,away_only
2021,고척,247,414,7393,76,159,4.2380102294771405,0.21440235246983336,3.8157201925065527,4.660300266447728,7.772462035491389,0.17254982464606913,7.432605354864206,8.112318716118573,7.665998916952013,0.2525499842053371,7.1685727416398795,8.163425092264147,2.1312371277396847,0.06546612056434103,2.0022940907115516,2.2601801647678177,fastball_only
